inp
"data-62|priyanka|gut because no one's going to fix your life but you. From people that inspire you, I have been inspired every day by collaborators that I've"
"data-54|priyanka|because of the choices that they've made. I think my message would be that there's a lot of noise around us, yeah, and people that tell us to be a certain way."
"data-60|priyanka|from your family or boyfriend or whoever you're around, it comes from you. And that no one can do, you know? I, again, was lucky maybe because my parents gave me that."
"data-61|priyanka|But I try to remind young girls specifically that if you don't have that, if you don't have that encouragement in your home, try to find it in your"
"data-67|priyanka|how far I can go. I mean, who knows what my future holds for me. But what I can think about is my present. And like I said, I like to imagine"
"data-79|priyanka|be a venture capitalist and she was really into tech and stuff. So I was very interested in and at that time she was just a collaborator, but I really got interested in"
"data-72|priyanka|about making your own movies, you know, starting production and that at that time is really funny considering I'm 40 and I'm still have a very active acting career, but it was"
"data-74|priyanka|I started getting interested in production, just thinking about the fact that I was going to lose my day job. And then that became really interesting to me."
"data-78|priyanka|to create something. And I think once I started doing production and I started working in America, I knew my manager happened to have an"
"data-80|priyanka|investments. And I started with small investments in little things. And then those things became really big, like bumbles."
"data-71|priyanka|50 year old actors only want to work with the girls in their 20s. So after 30 you're not going to have a job very much, you know, just like if you start planning for your future. So"
"data-69|priyanka|to sit and watch why they did what they did. So this came from a really funny thought. My mom, as soon as I turned 30, she's an entrepreneur. She's a doctor."
"data-76|priyanka|working with, what are the choices they make, how are movies made. So you have a cost of production, you have to recover your cost of production to make profit. So I started getting into"
data-77|priyanka|what margins looked like and just understanding that and that was fascinating to me because it's so creative. There are so many ways to be able
"data-75|priyanka|The business of entertainment started becoming really interesting to me. I used to talk a lot to my producer friends, producers that I was"
data-73|priyanka|foresight on her end in an industry which kind of told women that that you know when you're 30 sorry you're too old. So
"data-70|priyanka|She created her own business. But when I soon as I turned 30, she tapped me down and she said, look, you're in Bollywood. Your shelf life is over. You know, nobody, all these"
"data-68|priyanka|I'm imbibed from people that I know. Like I told you, I like to imbibed from the people around me. When I was becoming an actor, I didn't know anything about acting. So I used to sit and watch my co-actors."
"data-66|priyanka|in Bibid. I don't know, I don't think about the future. I'm not someone who I plan for the future but I don't think about"
"data-93|priyanka|things that come from the West. That I agree is a fact. But no, it's not the easiest thing to be an Indian in America. It's not easy."
"data-89|priyanka|bringing them, but I really lean on my partners to learn from them. And I just love the fact that you can have an idea today and monetize it. Why not? You're not"
data-95|priyanka|the industry. I started with music and then pivoted into acting in America. So I started in 2010 for Context. In 2020 I got my
"data-90|priyanka|You're not just reduced to, I won't say reduced to because I come from a family of doctors and engineers, but at that time in my parents' generation and the"
"data-96|priyanka|first leading role. How long did it take me? 10 years. So people don't think about how much hard work, how much consistent knocking on doors."
"data-85|priyanka|and live in sometimes in India. How beautiful is that? Like again, I have goosebumps just thinking about the fact that this came from an idea."
"data-87|priyanka|the entrepreneur journey in me. First, I started with investments and Anomaly is my first brand that I founded myself with the help of Mesa."
"data-88|priyanka|with the help of me. So that were market leaders and leaders in incubating new brands specifically in beauty. And then Nica, of course,"
data-86|priyanka|So ideas are what was really interesting to me and then being able to work with people who can help me execute ideas is what really started
"data-82|priyanka|a new idea. And the idea at that time was when Bumble was launched around the world and Whitney, who's a dear friend of mine, and launched it, she left Tinder to make Bumble because"
"data-97|priyanka|how much humility it takes to go to another country and start from scratch. I had built an incredible career here, an amazing credibility here."
"data-83|priyanka|saw the gap in the market that, you know, we want to be able to create a safe space where women have the first opportunity, where women can take the first step. And that was such a"
"data-81|priyanka|I brought Bumble into India. I mean, Bumble changed the dating scene in India, especially for girls. And that just showed me the power of being able to have"
data-94|priyanka|I started working in the States in 2010 and in 2020 after 10 years of working in the
"data-91|priyanka|before that, it was doctor, engineer, lawyer, militia, government job. Like those five or six things that everyone had to aim for. But today, like I think my job is to"
"data-92|priyanka|generation of parents are not going to have those boxes for our children, right? You have an idea. Let's run with it. We have a lot of equity on, on"
data-84|priyanka|a brilliant plan. And what I said was India needs it the most because of especially the unsafe circumstances within which girls have to
"data-108|priyanka|movies in Hollywood. But that's what it took for me when I started here. A lot of people used to say to me, oh, she's left doing Bollywood movies to do small"
"data-107|priyanka|I would love to work. I would love to see if there's an opportunity. I remember I had to do, I mean, I've done so many small roles in big movies."
"data-109|priyanka|roles in Hollywood. It started with every new actor starts, you have to start with from the beginning and I don't sit with that, you know, if you're"
data-98|priyanka|And I got an opportunity to do music and people were curious about the fact that because I could sing what that could be and I'm a big fan of the
"data-101|priyanka|very excited about that opportunity when they're worked with the most incredible musicians and quickly realized that I'm not as good as them, you know, and I should"
data-99|priyanka|the music industry anyway. We in India are monopolized by Bollywood when it comes to music so much. I hope so. I hope so that we've not really been able
data-104|priyanka|my lane. And that made me want to dabble in acting as well and see if there was an opportunity there. But it required me to strip
"data-105|priyanka|every single thing that I knew in India and the laurels that I had achieved in India, the awards that I had won, the movies that I had done, the box"
data-102|priyanka|go back to my day job. I don't like I'm very astute when it comes to I don't lie to myself. I'm very honest to myself. So I did the music. I love the
data-113|priyanka|audition and you have to work around the culture of a new country and that was so hard. I had to swallow the humility pill and I was willing to do that hard work and then
"data-111|priyanka|a certain way or if you're making a certain amount of money in a certain country, you're going to be treated the same way because everyone is waiting in Hollywood."
data-112|priyanka|Hollywood is not the same without you. It doesn't work that you have to go. You have to pound the pavement. You have to walk in. You have to be rejected. You have to watch
data-100|priyanka|able to bifurcate into pop music or pop culture when it comes to music. It's still very niche. So I was really a big fan of like music and musicians and other
"data-110|priyanka|if I'm successful in one country, then everyone in the world should treat me. It doesn't work. And I don't know about that, but most people expect and anticipate that if you are treating"
"data-106|priyanka|of his successes that I had seen, it required me to walk into rooms with extreme humility and introduce myself, take my show reel and say, this is the"
"data-103|priyanka|music that I did for myself but it wasn't my standard of excellence. It was good. It was fun. They had on the radio, it was successful, sold a lot of CDs but it wasn't my standard."
"data-115|priyanka|I have never got the same check as my male co-actor, even if my part is the same, even if I've held the movie as much as I"
"data-129|priyanka|Why is my natural instinct not saying, wow, you've done so great. Let me add on to this person."
data-130|priyanka|person. Let me push you forward because then you're pulling me forward. There is such a strength in numbers which we don't recognize if we only collect
"data-123|priyanka|So when you say, you know, I don't want to pass off the work that it took to get there and the time and the commitment that it took to get"
"data-128|priyanka|to recognize that. Our generation has to say, hold on, hold on. Why is my natural instinct when someone is successful is to be jealous? Why is my natural instinct"
"data-117|priyanka|great for you and how it was awesome. But the tears that it took when you moved to a new country with no friends, no family, working with people"
"data-122|priyanka|So no, it wasn't easy. It was very hard. It took a lot of sweat, tears, and blood from me to finally be able to reach where I have reached."
"data-125|priyanka|If you ask me the question, in India we've been taught that mindset. We are not people as a people. Very few of us are happy for somebody else's."
data-120|priyanka|just couldn't understand why and it required me to just you know be humble and say I'm okay this is a new and
"data-124|priyanka|Still at the beginning, that's what I'm saying. It's the first movie that I'm doing with Bhad. Who knows where else I'll go. Someone who talks about my struggles too much."
"data-126|priyanka|success. Because we, again, I think my hypothesis, and I don't know, I'm not someone who's an expert on the field, but my hypothesis is that"
"data-121|priyanka|It's easy to go fishing from your boat, but when you have to go deep sea diving, it's a completely different thing. So you have to learn according to your environment."
"data-118|priyanka|that don't know you and don't know what you are able to achieve. When I first started doing Quantico, my co-actors did not understand the hoopla around me. They were like,"
"data-119|priyanka|Why is who is this person? Like, why are you, you know, the leader of that was the first time I got a lead role in a television series."
"data-127|priyanka|that we were colonised, we've just about, not even been 100 years, we've just about been our own country, our own people. And our generation has"
"data-116|priyanka|I can finally I got it in 2021 after 21 years of working. So it seems like, oh my gosh, America was so"
"data-114|priyanka|10 years later, I finally got my leading role in a movie. I finally got the same renumeration as a man, which I never did in Bollywood."
"data-142|priyanka|Thank you for my family. Thank you for my lifestyle. Thank you for my ability to be a nice human being, to be a great human being."
"data-147|priyanka|have unachievable dreams, something that seems too out of the ordinary, then you're waiting for a miracle. And miracles don't happen very often. You have to create"
"data-139|priyanka|individual. Do you have that inside of you to fight that fight for yourself or are you going to wait for somebody else to do it? That's an individual choice. I mean,"
"data-144|priyanka|secret and the vision board and all of that. But it's not something that ever worked. Put shit up. Okay, this is what I want to achieve, but I didn't focus enough on it for it to work for me. What has"
"data-143|priyanka|grateful person. And then, I don't know, I mean, I don't know, I don't think that I believe, listen, a lot of people believe in"
"data-136|priyanka|negative and you'll never move forward. You have to shut off the noise. There are many people that will want to pull you down, but don't focus on that. Focus on the one person."
"data-138|priyanka|hardest thing to do because you're bogged down by baggage, you're bogged down by shackles of people holding you down. So you have to really push forward and that's just"
"data-145|priyanka|always work is having the small next dream, you know, the next step. So that you always have to take a step up in the ladder to be able to get"
"data-146|priyanka|to the top. You can't get to the top by flying up human beings own fly. Yes. And then slowly you'll turn around and you say, Oh, whoa, look at this legacy. I've got a few"
"data-131|priyanka|banded together and supported other successful people in our fields, we would be unstoppable in the world. We are one fifth of the world's population."
"data-132|priyanka|But we've never been able to take our own stand because of that reason. I don't know about where that learning comes from, but I just, I just like"
"data-141|priyanka|How do you pray and what do you pray for? I do puja almost every day. I do thank you. Starts with thank you. It starts with thank you for my health, thank you for my life."
data-135|priyanka|in the shit. You can sit in the shit and then you'll start smelling of it and then you don't even know you're smelling of it because you've got so used to it. So then you just become dark and negative.
"data-140|priyanka|A lot of it is. I really do believe in destiny. I believe in, I'm someone who has a lot of faith. I pray a lot."
"data-133|priyanka|you. I've also had people wanting to jeopardize my career. I don't know, take away from work, make sure that I wasn't cast just because you know, I was doing well in what I"
data-134|priyanka|I was doing but that's not what stopped. I don't sit and wait and harp on. I mean maybe I'll cry one night or the other when an opportunity was taken away from me but I don't sit
"data-137|priyanka|person that believes in you. Focus on the light, little sliver of light that you might see, a little bit of inspiration that you might see and that's the heart"
data-149|priyanka|is one thing I'll work backwards and what is the first step in that goal I'll take that then the next step in that goal and slowly you'll buy your car yeah I'd like to tell
"data-156|priyanka|Like, that was her idea. And she built it into an empire today. So age ain't nothing but a number. That's a real, real fact."
"data-153|priyanka|going to happen? What is the stress around it? You're gonna get older. I mean, yeah, I feel like I did when I was still 18, but like I'm going to get older."
data-155|priyanka|60. Who is it that you want to be? I was just doing an interview with a Falgurina and she started and started Nica at 50.
"data-160|priyanka|and whether if that's two people, not easy to be a public person. Like, you know, we talk a lot about the public."
data-161|priyanka|about and we point a lot of fingers at celebrities and public people. It's a really hard job. It is so hard
"data-151|priyanka|ceiling for you right there. I mean, you're telling yourself you're too old. Everyone's aging. That's the one thing as a fact we know, birth and death. That's going to happen to all of us."
data-157|priyanka|too much equity on age. It just doesn't matter. What matters is what you do about your life in the moment right now. Are you champions?
"data-148|priyanka|for yourself. So what's the next step in your big dream? So if you want to buy a car, say for example, you have to figure out how much it's for, you have to work backwards from your goal. So if my goal"
data-163|priyanka|I am for public consumption.
data-164|priyanka|It can be an opinion that is completely the opposite of who I am. People could think I'm unlikable. People could say that I'm a horrible person.
"data-158|priyanka|And maybe this is also something I realize when I'm older, but I tell young people this all the time, don't not hang around with poisonous people. Do not keep people around you"
"data-150|priyanka|my younger self not to have stressed out so much. I used to have a lot of anxiety around losing my job, losing my... Yeah, well, that's your glass."
"data-159|priyanka|are toxic that mess with your brain, keep people around you that are genuinely happy with happy for you. Only people that are genuinely"
data-152|priyanka|you have to age. Like that's something that really comes to terms with early on in your life. Why are we putting so much equity on aging? The one thing we know that is
data-162|priyanka|It is so hard to be in a table conversation every single day. It is so hard to walk into a room and know that somebody is going to be talking about me when I leave.
"data-154|priyanka|And who am I right now at this age is what's important. What is my best opportunity at 18, at 25, at 35, at"
"data-172|priyanka|You know, public people even though you're seeing a celebrity or someone every day on like billboards or"
"data-166|priyanka|social media or keep wondering about the paranoia of when I walk out of the room, what is someone saying, oh my God, I'll never be able to achieve anything. But it's"
data-170|priyanka|And fame is not my job. It's very clear to me. I'm not famous for a living. I work for a living.
data-178|priyanka|laurels. That's your downfall right there. I think the meaning of life is having purpose.
"data-168|priyanka|to be in that position, but nobody sees how hard it is. Like it is so hard when you are going to a Shadi, suppose your family's Shadi and every"
"data-175|priyanka|and I come from the ground and I'm gonna stay there. And the day I'd behaved a certain way, my mom would put a tupley on my head and say, come back."
data-176|priyanka|to
"data-180|priyanka|is, you know, walking with sand between your toes and living in a shack and and being happy and meditative."
"data-167|priyanka|so hard, got people a break, got public people, everyone aspires to be a celebrity. Everyone is like, Oh, I want to be famous and I want"
"data-165|priyanka|unprofessional. That's not my truth. But I can't change that opinion. If I sit and read every comment or every, you know, negative thing on screen,"
data-169|priyanka|Everyone is talking about you and family is most important to me. My fame is a byproduct of my job. It does not define me.
"data-174|priyanka|dance at the bar at your cousin and make sure that you get needs or at least the people that I know. I keep my friends, my family. I'm a very grounded person."
data-179|priyanka|We are born and we will die. What you do in between that is your legacy and if you are
"data-173|priyanka|or magazines, there's still a human being behind them. They also like to eat paratha and we also like to sit in a palti and"
"data-177|priyanka|I was like, wow. And then quickly I realized when six of my films flopped that it doesn't last. You have to consistently keep working. So I never rest on my"
"data-171|priyanka|So it's not something I can control. That's something that's thrust upon me. I'm not wrong at all. I'm just trying to elaborate, think that people don't really think about sometimes."
"data-181|priyanka|Sure, it's an individual choice. Success is very subjective. To each person is their own. My success might be completely"
"data-197|priyanka|We make all our packaging from 100% recycled trash, from ocean bound plastic to landfills."
data-184|priyanka|that what your purpose in life and what you do between birth and death is what counts.
"data-194|priyanka|more money to buy. And Indian, the Indian new consumer is very aspirational. You know, we want to take care of ourselves. We want to look our best. We"
data-186|priyanka|Who do I want to be? Who do I want to touch? What do I want to create? Do I want to create? Or maybe I don't want to create. And all of it is fine.
"data-195|priyanka|to get the best brands in the world, we're aware, especially that Gen Z that you're talking about. But we're also aware about what we're"
"data-192|priyanka|What is the gap that learning of creating a brand which I'm so proud of and not for the fact that, oh, I've created a beauty"
"data-183|priyanka|of people on the planet, whatever, great. That's my version of it. But somebody else's version of it could be completely different. But I really believe"
"data-182|priyanka|not attractive to somebody else's success. So the equity that we put on, you know, you're the most successful, but one of the most successful"
"data-188|priyanka|I'll say is the one thing you did talk about, because I'm very excited about the multiple things that I do. But the one thing I'm really in the reason"
data-190|priyanka|So like becoming a founder was terrifying because that's not what I do. It's not something I knew.
data-196|priyanka|putting in our systems. We want to eat good. We want to try good stuff. So I'm very proud of anomaly because it hits that trifecta. It's sustainable.
"data-191|priyanka|creating hair care, understanding why do I want to get into beauty, makeup, skin, which one should I do?"
data-189|priyanka|that I've come back and I really wanted to come back to Bombay but launching anomaly in India really helped me.
"data-187|priyanka|as long as you're at peace with the choices you make. So make choices that make you feel peaceful. Well, the only thing"
"data-185|priyanka|So the pursuit of anything else is just futile. The pursuit should be, what am I doing in my life? What do I want to do in my life?"
"data-193|priyanka|product. But the fact that I found a white space, which I could create a product that you would have spent five times more"
"data-205|priyanka|brought it to Nica, we on the first day sold one anomaly product every seven seconds. And that just"
"data-211|priyanka|what the font should be, where the rose gold should be, should the trash be up front, what the smell of it should be, all of that takes"
data-200|priyanka|is made of the same stuff. Don't fall for this marketing thing. Anomaly is for anyone who has hair on their head.
"data-208|priyanka|you make a good movie, it's the same feeling. Oh, when you I'm sure you when you have a good pod. Yeah, like hopefully, yeah, man, I did something good. So it's a really good feeling."
"data-199|priyanka|of a budget to have really excellent formulas. And when you use it, you will know, please keep a bag for men's heck I need hair"
data-198|priyanka|trash and we create these bottles and because we are making our bottles from plastic trash we didn't spend too much on it that gave us more
"data-206|priyanka|was amazing to me. And then we had repeat customers. And in the last three months, where the top 10 haircare brands on Nica and they have like"
"data-202|priyanka|If you read the ingredients of any shampoos, you'll see things like, like that stuff should not exist in your shampoo. Mineral oil."
data-201|priyanka|is used and also the fact that it is clean. It has none of the bad stuff that usually form formulas in shampoos do
data-212|priyanka|You just see the end of it and you say it's gold. It's gold because of the work. I know that you've expanded and done so well so far and I hope you're
"data-209|priyanka|No, it doesn't just turn. You have to work towards making it touch something. Only Midas could do that. You cannot pick up something and say, it was going to be great. It took a"
"data-210|priyanka|year and a half of research of trying anomaly on my friends, my family, my team, thinking about"
data-203|priyanka|exists in shampoos. Mineral oil goes into your car. Why is it on your head? It's crazy. But to be able to create something which is
"data-207|priyanka|some 400, 500 haircare brands. So it just makes you feel really proud of the fact that you've made something good. And whenever"
"data-204|priyanka|clean, affordable, sustainable and excellent at the same time is something I was really, really proud of. And when we"
